ticket_id,data_abertura,status,prioridade,tipo_ticket,cliente,sgdb,ambiente,servidor,tempo_resolucao_horas
56435,2026-01-08 11:04:11+00:00,Aguardando o cliente,Baixa,Checklist,SNCBDO01,Oracle,Outro,,1.9725
56432,2026-01-08 11:00:12+00:00,Aguardando o cliente,Baixa,Checklist,MILLS,Oracle,Produção,,2.776111111111111
56431,2026-01-08 11:00:01+00:00,Aguardando o cliente,Baixa,Checklist,A NOSSA DROGARIA,Sql Server,Produção,,1.4913888888888889
56427,2026-01-08 10:12:41+00:00,Aguardando o cliente,Baixa,Checklist,MILLS,Oracle,Produção,,3.9230555555555555
56426,2026-01-08 10:05:55+00:00,Aguardando o cliente,Baixa,Checklist,NAO IDENTIFICADO,Sql Server,Produção,SES-SQL-PRD\BI,2.401388888888889
56425,2026-01-08 10:03:52+00:00,Aguardando o cliente,Baixa,Checklist,MILLS,Oracle,Produção,,4.061111111111111
56424,2026-01-08 10:00:14+00:00,Aguardando o cliente,Baixa,Checklist,MILLS,Oracle,Produção,,4.149444444444445
56423,2026-01-08 10:00:08+00:00,Aguardando o cliente,Baixa,Checklist,MILLS,Oracle,Produção,,4.158888888888889
56420,2026-01-08 10:00:04+00:00,Aguardando o cliente,Baixa,Checklist,MILLS,Oracle,Produção,,4.4125
56422,2026-01-08 10:00:04+00:00,Aguardando o cliente,Baixa,Checklist,MILLS,Oracle,Produção,,4.4127777777777775
56421,2026-01-08 10:00:04+00:00,Aguardando o cliente,Baixa,Checklist,MILLS,Oracle,Produção,,4.4127777777777775
56418,2026-01-08 10:00:03+00:00,Aguardando o cliente,Baixa,Checklist,MILLS,Oracle,Produção,,4.4127777777777775
56419,2026-01-08 10:00:03+00:00,Aguardando o cliente,Baixa,Checklist,MILLS,Oracle,Produção,,4.4127777777777775
56417,2026-01-08 09:55:51+00:00,Aguardando o cliente,Baixa,Checklist,NAO IDENTIFICADO,Sql Server,Produção,SRVBD,2.578333333333333
56416,2026-01-08 09:55:50+00:00,Aguardando o cliente,Baixa,Checklist,NAO IDENTIFICADO,Sql Server,Produção,SES-CLO-BD-SER,2.585277777777778
56415,2026-01-08 09:55:48+00:00,Aguardando o cliente,Baixa,Checklist,NAO IDENTIFICADO,Sql Server,Produção,SES-SQL-PRD,2.5919444444444446
56414,2026-01-08 09:55:47+00:00,Aguardando o cliente,Baixa,Checklist,NAO IDENTIFICADO,Sql Server,Produção,CALIFORNIA,2.6180555555555554
56413,2026-01-08 09:55:14+00:00,Aguardando o cliente,Baixa,Checklist,NAO IDENTIFICADO,Sql Server,Produção,SRVBDCD,2.633888888888889
56412,2026-01-08 09:55:12+00:00,Aguardando o cliente,Baixa,Checklist,NAO IDENTIFICADO,Sql Server,Produção,SRVBDADM,2.6444444444444444
56411,2026-01-08 09:55:11+00:00,Aguardando o cliente,Baixa,Checklist,NAO IDENTIFICADO,Sql Server,Produção,SRVBDADM\BI,2.6744444444444446
56410,2026-01-08 09:55:10+00:00,Aguardando o cliente,Baixa,Checklist,NAO IDENTIFICADO,Oracle,Outro,SMLSAWSSQLVP01,4.502222222222223
56409,2026-01-08 09:55:09+00:00,Aguardando o cliente,Baixa,Checklist,NAO IDENTIFICADO,Sql Server,Produção,SRVBDADM\PACK,2.665277777777778
56408,2026-01-08 09:55:08+00:00,Aguardando o cliente,Baixa,Checklist,NAO IDENTIFICADO,Sql Server,Produção,SRVBDADM\BIMER,2.6875
56407,2026-01-08 09:51:37+00:00,Aguardando o cliente,Baixa,Checklist,MILLS,Oracle,Produção,,4.553333333333334
56387,2026-01-07 11:55:08+00:00,Aguardando o cliente,Baixa,Checklist,NAO IDENTIFICADO,Sql Server,Produção,EC2AMAZ-KTTVFEL,0.8936111111111111
56385,2026-01-07 11:00:15+00:00,Aguardando o cliente,Baixa,Checklist,A NOSSA DROGARIA,Sql Server,Produção,,1.8152777777777778
56384,2026-01-07 11:00:11+00:00,Aguardando o cliente,Baixa,Checklist,MILLS,Oracle,Produção,,1.2852777777777777
56380,2026-01-07 10:12:46+00:00,Aguardando o cliente,Baixa,Checklist,MILLS,Oracle,Produção,,2.0794444444444444
56379,2026-01-07 10:04:09+00:00,Aguardando o cliente,Baixa,Checklist,NAO IDENTIFICADO,Sql Server,Produção,SES-SQL-PRD\BI,2.7602777777777776
56378,2026-01-07 10:03:47+00:00,Aguardando o cliente,Baixa,Checklist,MILLS,Oracle,Produção,,2.2308333333333334
56377,2026-01-07 10:00:15+00:00,Aguardando o cliente,Baixa,Checklist,MILLS,Oracle,Produção,,2.293888888888889
56376,2026-01-07 10:00:10+00:00,Aguardando o cliente,Baixa,Checklist,MILLS,Oracle,Produção,,2.2975
56374,2026-01-07 10:00:04+00:00,Aguardando o cliente,Baixa,Checklist,MILLS,Oracle,Produção,,2.303611111111111
56375,2026-01-07 10:00:04+00:00,Aguardando o cliente,Baixa,Checklist,MILLS,Oracle,Produção,,2.3016666666666667
56373,2026-01-07 10:00:04+00:00,Aguardando o cliente,Baixa,Checklist,MILLS,Oracle,Produção,,2.3408333333333333
56372,2026-01-07 10:00:03+00:00,Aguardando o cliente,Baixa,Checklist,MILLS,Oracle,Produção,,2.3444444444444446
56371,2026-01-07 10:00:03+00:00,Aguardando o cliente,Baixa,Checklist,MILLS,Oracle,Produção,,2.3497222222222223
56370,2026-01-07 09:56:05+00:00,Aguardando o cliente,Baixa,Checklist,NAO IDENTIFICADO,Sql Server,Produção,SRVBD,2.9055555555555554
56369,2026-01-07 09:55:31+00:00,Aguardando o cliente,Baixa,Checklist,NAO IDENTIFICADO,Sql Server,Produção,SES-CLO-BD-SER,3.3716666666666666
56368,2026-01-07 09:55:30+00:00,Aguardando o cliente,Baixa,Checklist,NAO IDENTIFICADO,Sql Server,Produção,SES-SQL-PRD,2.923888888888889
56367,2026-01-07 09:55:28+00:00,Aguardando o cliente,Baixa,Checklist,NAO IDENTIFICADO,Sql Server,Produção,CALIFORNIA,2.931111111111111
56366,2026-01-07 09:55:27+00:00,Aguardando o cliente,Baixa,Checklist,NAO IDENTIFICADO,Sql Server,Produção,SRVBDCD,3.379722222222222
56365,2026-01-07 09:55:26+00:00,Aguardando o cliente,Baixa,Checklist,NAO IDENTIFICADO,Sql Server,Produção,SRVBDADM,3.3866666666666667
56364,2026-01-07 09:55:25+00:00,Aguardando o cliente,Baixa,Checklist,NAO IDENTIFICADO,Sql Server,Produção,SRVBDADM\BI,2.4155555555555557
56363,2026-01-07 09:55:23+00:00,Aguardando o cliente,Baixa,Checklist,NAO IDENTIFICADO,Sql Server,Produção,SRVBDADM\PACK,2.408611111111111
56362,2026-01-07 09:55:22+00:00,Aguardando o cliente,Baixa,Checklist,NAO IDENTIFICADO,Sql Server,Produção,SRVBDADM\BIMER,2.401666666666667
56360,2026-01-07 09:51:22+00:00,Aguardando o cliente,Baixa,Checklist,MILLS,Oracle,Produção,,2.4963888888888888
56335,2026-01-06 13:44:37+00:00,Aguardando o cliente,Baixa,Checklist,NAO IDENTIFICADO,Oracle,,SMLSAWSSQLVP01,0.11666666666666667
56334,2026-01-06 11:03:38+00:00,Aguardando o cliente,Baixa,Checklist,SNCBDO01,Oracle,Produção,,1.6325
56333,2026-01-06 11:00:32+00:00,Aguardando o cliente,Baixa,Checklist,A NOSSA DROGARIA,Sql Server,Produção,,2.6461111111111113
56332,2026-01-06 11:00:12+00:00,Aguardando o cliente,Baixa,Checklist,MILLS,Oracle,Produção,,2.863611111111111
56328,2026-01-06 10:13:09+00:00,Aguardando o cliente,Baixa,Checklist,MILLS,Oracle,Produção,,3.6572222222222224
56327,2026-01-06 10:04:24+00:00,Aguardando o cliente,Baixa,Checklist,NAO IDENTIFICADO,Sql Server,Produção,SES-SQL-PRD\BI,3.5883333333333334
56326,2026-01-06 10:03:44+00:00,Aguardando o cliente,Baixa,Checklist,MILLS,Oracle,Produção,,3.8225
56325,2026-01-06 10:00:13+00:00,Aguardando o cliente,Baixa,Checklist,MILLS,Oracle,Produção,,4.412222222222222
56324,2026-01-06 10:00:08+00:00,Aguardando o cliente,Baixa,Checklist,MILLS,Oracle,Produção,,4.170555555555556
56321,2026-01-06 10:00:04+00:00,Aguardando o cliente,Baixa,Checklist,MILLS,Oracle,Produção,,4.163333333333333
56322,2026-01-06 10:00:04+00:00,Aguardando o cliente,Baixa,Checklist,MILLS,Oracle,Produção,,4.164722222222222
56323,2026-01-06 10:00:04+00:00,Aguardando o cliente,Baixa,Checklist,MILLS,Oracle,Produção,,4.167777777777777
56320,2026-01-06 10:00:03+00:00,Aguardando o cliente,Baixa,Checklist,MILLS,Oracle,Produção,,4.156944444444444
56319,2026-01-06 10:00:03+00:00,Aguardando o cliente,Baixa,Checklist,MILLS,Oracle,Produção,,4.409166666666667
56318,2026-01-06 09:55:51+00:00,Aguardando o cliente,Baixa,Checklist,NAO IDENTIFICADO,Sql Server,Produção,SRVBD,3.738611111111111
56317,2026-01-06 09:55:49+00:00,Aguardando o cliente,Baixa,Checklist,NAO IDENTIFICADO,Sql Server,Produção,SES-CLO-BD-SER,3.7583333333333333
56316,2026-01-06 09:55:48+00:00,Aguardando o cliente,Baixa,Checklist,NAO IDENTIFICADO,Sql Server,Produção,SES-SQL-PRD,3.772777777777778
56315,2026-01-06 09:55:14+00:00,Aguardando o cliente,Baixa,Checklist,NAO IDENTIFICADO,Sql Server,Produção,SRVBDADM,3.901388888888889
56314,2026-01-06 09:55:13+00:00,Aguardando o cliente,Baixa,Checklist,NAO IDENTIFICADO,Sql Server,Produção,CALIFORNIA,6.454444444444444
56313,2026-01-06 09:55:11+00:00,Aguardando o cliente,Baixa,Checklist,NAO IDENTIFICADO,Sql Server,Produção,SRVBDCD,6.461111111111111
56311,2026-01-06 09:55:10+00:00,Aguardando o cliente,Baixa,Checklist,NAO IDENTIFICADO,Oracle,Produção,SMLSAWSSQLVP01,4.493055555555555
56312,2026-01-06 09:55:10+00:00,Aguardando o cliente,Baixa,Checklist,NAO IDENTIFICADO,Sql Server,Produção,SRVBDADM\BIMER,6.467222222222222
56310,2026-01-06 09:55:09+00:00,Aguardando o cliente,Baixa,Checklist,NAO IDENTIFICADO,Sql Server,Produção,SRVBDADM\BI,6.4825
56309,2026-01-06 09:55:07+00:00,Aguardando o cliente,Baixa,Checklist,NAO IDENTIFICADO,Sql Server,Produção,SRVBDADM\PACK,6.475555555555555
56308,2026-01-06 09:51:38+00:00,Aguardando o cliente,Baixa,Checklist,MILLS,Oracle,Produção,,2.9716666666666667
56278,2026-01-05 11:04:24+00:00,Aguardando o cliente,Baixa,Checklist,SNCBDO01,Sql Server,Produção,,0.41083333333333333
56277,2026-01-05 11:00:50+00:00,Aguardando o cliente,Baixa,Checklist,A NOSSA DROGARIA,Sql Server,Produção,,0.7169444444444445
56276,2026-01-05 11:00:09+00:00,Aguardando o cliente,Baixa,Checklist,MILLS,Sql Server,Produção,,0.5069444444444444
56272,2026-01-05 10:13:01+00:00,Aguardando o cliente,Baixa,Checklist,MILLS,Sql Server,Produção,,1.351388888888889
56271,2026-01-05 10:04:43+00:00,Aguardando o cliente,Baixa,Checklist,NAO IDENTIFICADO,Sql Server,Produção,SES-SQL-PRD\BI,1.6575
56270,2026-01-05 10:03:52+00:00,Aguardando o cliente,Baixa,Checklist,MILLS,Sql Server,Produção,,1.5108333333333333
56269,2026-01-05 10:00:13+00:00,Aguardando o cliente,Baixa,Checklist,MILLS,Sql Server,Produção,,1.6069444444444445
56268,2026-01-05 10:00:13+00:00,Aguardando o cliente,Baixa,Checklist,MILLS,Sql Server,Produção,,1.6458333333333333
56264,2026-01-05 10:00:04+00:00,Aguardando o cliente,Baixa,Checklist,MILLS,Sql Server,Produção,,1.603888888888889
56265,2026-01-05 10:00:04+00:00,Aguardando o cliente,Baixa,Checklist,MILLS,Sql Server,Produção,,1.6580555555555556
56267,2026-01-05 10:00:04+00:00,Aguardando o cliente,Baixa,Checklist,MILLS,Sql Server,Produção,,1.6580555555555556
56266,2026-01-05 10:00:04+00:00,Aguardando o cliente,Baixa,Checklist,MILLS,Sql Server,Produção,,1.6580555555555556
56263,2026-01-05 10:00:04+00:00,Aguardando o cliente,Baixa,Checklist,MILLS,Sql Server,Produção,,1.5988888888888888
56262,2026-01-05 09:56:09+00:00,Aguardando o cliente,Baixa,Checklist,NAO IDENTIFICADO,Sql Server,Produção,SRVBD,1.8058333333333334
56261,2026-01-05 09:55:36+00:00,Aguardando o cliente,Baixa,Checklist,NAO IDENTIFICADO,Sql Server,Produção,SES-CLO-BD-SER,1.821388888888889
56260,2026-01-05 09:55:34+00:00,Aguardando o cliente,Baixa,Checklist,NAO IDENTIFICADO,Sql Server,Produção,SES-SQL-PRD,1.8272222222222223
56259,2026-01-05 09:55:32+00:00,Aguardando o cliente,Baixa,Checklist,NAO IDENTIFICADO,Sql Server,Produção,CALIFORNIA,1.8341666666666667
56258,2026-01-05 09:55:31+00:00,Aguardando o cliente,Baixa,Checklist,NAO IDENTIFICADO,Sql Server,Produção,SRVBDADM,1.8597222222222223
56257,2026-01-05 09:55:29+00:00,Aguardando o cliente,Baixa,Checklist,NAO IDENTIFICADO,Sql Server,Produção,SRVBDADM\BI,1.866111111111111
56256,2026-01-05 09:55:28+00:00,Aguardando o cliente,Baixa,Checklist,NAO IDENTIFICADO,Sql Server,Produção,SRVBDCD,1.8852777777777778
56255,2026-01-05 09:55:27+00:00,Aguardando o cliente,Baixa,Checklist,NAO IDENTIFICADO,Sql Server,Produção,SRVBDADM\PACK,1.851388888888889
56254,2026-01-05 09:55:25+00:00,Aguardando o cliente,Baixa,Checklist,NAO IDENTIFICADO,Sql Server,Produção,SRVBDADM\BIMER,1.843611111111111
56253,2026-01-05 09:55:11+00:00,Aguardando o cliente,Baixa,Checklist,NAO IDENTIFICADO,Sql Server,Produção,SMLSAWSSQLVP01,1.5966666666666667
56252,2026-01-05 09:51:32+00:00,Aguardando o cliente,Baixa,Checklist,MILLS,Sql Server,Produção,,1.7280555555555555
56205,2026-01-02 11:03:18+00:00,Aguardando o cliente,Baixa,Checklist,SNCBDO01,Sql Server,Produção,,1.7152777777777777
56203,2026-01-02 11:00:07+00:00,Aguardando o cliente,Baixa,Checklist,MILLS,Sql Server,Produção,,1.8144444444444445
56199,2026-01-02 10:13:27+00:00,Aguardando o cliente,Baixa,Checklist,MILLS,Sql Server,Produção,,2.6133333333333333
56198,2026-01-02 10:03:47+00:00,Aguardando o cliente,Baixa,Checklist,MILLS,Sql Server,Produção,,2.7819444444444446
56196,2026-01-02 10:00:14+00:00,Aguardando o cliente,Baixa,Checklist,MILLS,Sql Server,Produção,,2.852777777777778
56195,2026-01-02 10:00:10+00:00,Aguardando o cliente,Baixa,Checklist,MILLS,Sql Server,Produção,,3.1433333333333335
56194,2026-01-02 10:00:04+00:00,Aguardando o cliente,Baixa,Checklist,MILLS,Sql Server,Produção,,3.1502777777777777
56193,2026-01-02 10:00:03+00:00,Aguardando o cliente,Baixa,Checklist,MILLS,Sql Server,Produção,,3.1552777777777776
56190,2026-01-02 10:00:03+00:00,Aguardando o cliente,Baixa,Checklist,MILLS,Sql Server,Produção,,3.161111111111111
56191,2026-01-02 10:00:03+00:00,Aguardando o cliente,Baixa,Checklist,MILLS,Sql Server,Produção,,3.161111111111111
56192,2026-01-02 10:00:03+00:00,Aguardando o cliente,Baixa,Checklist,MILLS,Sql Server,Produção,,3.161388888888889
56180,2026-01-02 09:55:10+00:00,Aguardando o cliente,Baixa,Checklist,NAO IDENTIFICADO,Sql Server,Produção,SMLSAWSSQLVP01,3.2425
56179,2026-01-02 09:52:25+00:00,Aguardando o cliente,Baixa,Checklist,MILLS,Sql Server,Produção,,3.2883333333333336
56735,2026-01-15 11:03:59+00:00,Aguardando o cliente,Baixa,Checklist,SNCBDO01,Oracle,Produção,,2.3905555555555558
56734,2026-01-15 11:00:12+00:00,Aguardando o cliente,Baixa,Checklist,MILLS,Oracle,Produção,,2.5375
56730,2026-01-15 10:14:34+00:00,Aguardando o cliente,Baixa,Checklist,MILLS,Oracle,Produção,,3.305833333333333
56729,2026-01-15 10:06:51+00:00,Aguardando o cliente,Baixa,Checklist,NAO IDENTIFICADO,Sql Server,Produção,SES-SQL-PRD\BI,3.5633333333333335
56728,2026-01-15 10:03:54+00:00,Aguardando o cliente,Baixa,Checklist,MILLS,Oracle,Produção,,3.698611111111111
56727,2026-01-15 10:00:13+00:00,Aguardando o cliente,Baixa,Checklist,MILLS,Oracle,Produção,,3.8325
56726,2026-01-15 10:00:10+00:00,Aguardando o cliente,Baixa,Checklist,MILLS,Oracle,Produção,,3.838888888888889
56725,2026-01-15 10:00:05+00:00,Aguardando o cliente,Baixa,Checklist,MILLS,Oracle,Produção,,3.854722222222222
56723,2026-01-15 10:00:04+00:00,Aguardando o cliente,Baixa,Checklist,MILLS,Oracle,Produção,,4.136111111111111
56724,2026-01-15 10:00:04+00:00,Aguardando o cliente,Baixa,Checklist,MILLS,Oracle,Produção,,4.052777777777778
56721,2026-01-15 10:00:03+00:00,Aguardando o cliente,Baixa,Checklist,MILLS,Oracle,Produção,,4.149166666666667
56722,2026-01-15 10:00:03+00:00,Aguardando o cliente,Baixa,Checklist,MILLS,Oracle,Produção,,4.146111111111111
56720,2026-01-15 09:56:16+00:00,Aguardando o cliente,Baixa,Checklist,NAO IDENTIFICADO,Sql Server,Produção,SES-CLO-BD-SER,3.7447222222222223
56719,2026-01-15 09:56:15+00:00,Aguardando o cliente,Baixa,Checklist,NAO IDENTIFICADO,Sql Server,Produção,SES-SQL-PRD,4.464722222222222
56718,2026-01-15 09:56:13+00:00,Aguardando o cliente,Baixa,Checklist,NAO IDENTIFICADO,Oracle,Produção,SRVBD,3.8225
56717,2026-01-15 09:56:12+00:00,Aguardando o cliente,Baixa,Checklist,NAO IDENTIFICADO,Sql Server,Produção,CALIFORNIA,4.921944444444445
56716,2026-01-15 09:55:10+00:00,Aguardando o cliente,Baixa,Checklist,NAO IDENTIFICADO,Oracle,Produção,SMLSAWSSQLVP01,4.942222222222222
56715,2026-01-15 09:55:08+00:00,Aguardando o cliente,Baixa,Checklist,NAO IDENTIFICADO,Sql Server,Produção,SRVBDCD,5.105833333333333
56714,2026-01-15 09:55:06+00:00,Aguardando o cliente,Baixa,Checklist,NAO IDENTIFICADO,Sql Server,Produção,SRVBDADM,4.842222222222222
56713,2026-01-15 09:55:05+00:00,Aguardando o cliente,Baixa,Checklist,NAO IDENTIFICADO,Sql Server,Produção,SRVBDADM\BI,4.8575
56712,2026-01-15 09:55:03+00:00,Aguardando o cliente,Baixa,Checklist,NAO IDENTIFICADO,Sql Server,Produção,SRVBDADM\BIMER,4.951388888888889
56711,2026-01-15 09:55:02+00:00,Aguardando o cliente,Baixa,Checklist,NAO IDENTIFICADO,Sql Server,Produção,SRVBDADM\PACK,4.6325
56710,2026-01-15 09:49:50+00:00,Aguardando o cliente,Baixa,Checklist,MILLS,Oracle,Produção,,4.581111111111111
56684,2026-01-14 11:03:53+00:00,Aguardando o cliente,Baixa,Incidentes,SNCBDO01,Oracle,Produção,,0.6747222222222222
56681,2026-01-14 11:00:12+00:00,Aguardando o cliente,Baixa,Checklist,MILLS,Oracle,Produção,,0.7005555555555556
56677,2026-01-14 10:13:35+00:00,Aguardando o cliente,Baixa,Checklist,MILLS,Oracle,Produção,,1.593888888888889
56676,2026-01-14 10:05:09+00:00,Aguardando o cliente,Baixa,Checklist,NAO IDENTIFICADO,Sql Server,Produção,SES-SQL-PRD\BI,5.622222222222222
56675,2026-01-14 10:03:52+00:00,Aguardando o cliente,Baixa,Checklist,MILLS,Oracle,Produção,,1.7633333333333334
56674,2026-01-14 10:00:13+00:00,Aguardando o cliente,Baixa,Checklist,MILLS,Oracle,Produção,,1.9041666666666666
56673,2026-01-14 10:00:10+00:00,Aguardando o cliente,Baixa,Checklist,MILLS,Oracle,Produção,,1.8905555555555555
56668,2026-01-14 10:00:04+00:00,Aguardando o cliente,Baixa,Checklist,MILLS,Oracle,Produção,,1.9388888888888889
56670,2026-01-14 10:00:04+00:00,Aguardando o cliente,Baixa,Checklist,MILLS,Oracle,Produção,,1.9391666666666667
56671,2026-01-14 10:00:04+00:00,Aguardando o cliente,Baixa,Checklist,MILLS,Oracle,Produção,,1.9391666666666667
56672,2026-01-14 10:00:04+00:00,Aguardando o cliente,Baixa,Checklist,MILLS,Oracle,Produção,,1.9391666666666667
56669,2026-01-14 10:00:04+00:00,Aguardando o cliente,Baixa,Checklist,MILLS,Oracle,Produção,,1.9388888888888889
56667,2026-01-14 09:55:35+00:00,Aguardando o cliente,Baixa,Checklist,NAO IDENTIFICADO,Sql Server,Produção,SES-CLO-BD-SER,9.589166666666667
56666,2026-01-14 09:55:31+00:00,Aguardando o cliente,Baixa,Checklist,NAO IDENTIFICADO,Sql Server,Produção,SRVBD,9.59
56665,2026-01-14 09:55:29+00:00,Aguardando o cliente,Baixa,Checklist,NAO IDENTIFICADO,Sql Server,Produção,SES-SQL-PRD,9.590555555555556
56664,2026-01-14 09:55:28+00:00,Aguardando o cliente,Baixa,Checklist,NAO IDENTIFICADO,Sql Server,Produção,CALIFORNIA,9.590833333333334
56663,2026-01-14 09:55:26+00:00,Aguardando o cliente,Baixa,Checklist,NAO IDENTIFICADO,Sql Server,Produção,SRVBDCD,9.591388888888888
